Id_solicitud,mes_solictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,Departamento,max_clas_riesg,nivel_educ
2257,201010,0,FAMILIAR,25,38322,26,12,1200,1800,403.91,La Paz,0,TECNICO
2258,201010,0,PROPIA,28,38234,72,12,8500,30868.7,4373.23,Cochabamba,1,PROFESIONAL
2259,201010,0,FAMILIAR,41,38869,0,12,1632.87,0,1543.45,La Paz,0,TECNICO
2260,201010,1,PROPIA,59,32540,0,12,1200,3132.84,2032.53,Santa Cruz,1,PROFESIONAL
2261,201010,1,FAMILIAR,61,39203,6,7,9625,33809.05,6244.96,La Paz,0,PROFESIONAL
2262,201010,1,PROPIA,27,37288,10,12,902.42,2629,7066.77,Santa Cruz,0,TECNICO
2263,201010,1,FAMILIAR,38,38231,0,12,2450,2984.64,2391.18,Santa Cruz,0,PROFESIONAL
2264,201010,0,FAMILIAR,37,38777,0,12,3500,0,0,La Paz,0,PROFESIONAL
2265,201010,0,PROPIA,62,36617,42,12,10000,825.17,0,La Paz,0,PROFESIONAL
2266,201010,1,FAMILIAR,33,39326,0,11,2100,7400,9512.57,La Paz,0,PROFESIONAL
2267,201010,1,FAMILIAR,36,35339,0,12,2082.75,1250,13023.25,La Paz,3,TECNICO
2268,201010,1,FAMILIAR,55,37043,10,12,1761.3,2785,1240.5,La Paz,1,TECNICO
2269,201010,0,FAMILIAR,36,38504,38,12,6000,25795,57094.38,La Paz,1,PROFESIONAL
2270,201010,0,PROPIA,41,39083,96,12,9311.29,36912.8,0,La Paz,0,PROFESIONAL
2271,201010,1,PROPIA,36,38473,0,12,1500,800,266.96,Santa Cruz,2,TECNICO
2272,201010,1,FAMILIAR,29,37681,0,12,1273,0,4129.03,La Paz,1,TECNICO
2273,201010,1,FAMILIAR,33,38108,85,12,8046,3048.65,4686.37,Santa Cruz,3,PROFESIONAL
2274,201010,1,ALQUILADA,29,37012,9,12,4900,10700,7772.27,La Paz,0,PROFESIONAL
2275,201010,1,FAMILIAR,37,38261,26,12,5600,10712.32,1236.18,La Paz,1,PROFESIONAL
2276,201010,1,FAMILIAR,31,38047,11,12,2400,3374.55,4369.37,Potosi,0,TECNICO
2277,201010,1,FAMILIAR,43,38808,65,12,4900,2600,35156.84,La Paz,1,PROFESIONAL
2278,201010,0,FAMILIAR,29,37773,22,12,2856,2412.7,716.17,La Paz,0,TECNICO
2279,201010,0,PROPIA,40,35217,27,12,2100,3644.11,1230.37,Santa Cruz,0,TECNICO
2280,201010,1,FAMILIAR,22,38991,0,5,1000,0,0,Santa Cruz,0,PROFESIONAL
2281,201010,1,FAMILIAR,35,38687,0,12,4100,5171.3,0,Santa Cruz,0,TECNICO
2282,201010,0,PROPIA,30,38534,0,10,4500,4189.41,0,La Paz,1,PROFESIONAL
2283,201010,0,FAMILIAR,47,35431,0,3,3000,13988.17,0,La Paz,1,PROFESIONAL
2284,201010,1,FAMILIAR,40,37408,71,12,9736,103078.53,5703.01,La Paz,0,PROFESIONAL
2285,201010,1,FAMILIAR,24,37469,0,12,1034.19,0,5284.38,Santa Cruz,0,TECNICO
2286,201010,1,PROPIA,25,37773,63,12,1400,4591.7,3099.08,La Paz,1,TECNICO
2287,201010,1,FAMILIAR,27,38443,21,12,1500,1000,4223.72,Santa Cruz,0,TECNICO
2288,201010,1,FAMILIAR,32,38657,48,8,2500,2983.08,332.64,Santa Cruz,0,PROFESIONAL
2289,201010,0,FAMILIAR,25,38047,16,12,1053.18,2400,1200,Santa Cruz,0,TECNICO
2290,201010,1,PROPIA,28,38715,0,12,1189.97,2414.85,2472.39,Santa Cruz,1,PROFESIONAL
2291,201010,1,FAMILIAR,24,38777,0,12,1500,2329,4643.04,Cochabamba,0,PROFESIONAL
2292,201010,0,FAMILIAR,44,35462,8,12,1210,5768,2331.1,La Paz,0,PROFESIONAL
2293,201010,1,FAMILIAR,38,38443,90,12,9000,27085.7,57094.38,La Paz,0,PROFESIONAL
2294,201010,0,PROPIA,42,35339,107,12,18000,121543.4,23385.45,La Paz,0,PROFESIONAL
2295,201010,0,PROPIA,34,38300,14,11,496.94,4260.61,0,Santa Cruz,0,PROFESIONAL
2296,201010,0,ALQUILADA,34,37681,59,12,3200,35676,1953.66,La Paz,0,TECNICO
2297,201010,1,FAMILIAR,37,37834,11,0,2610,14496.96,446.94,La Paz,1,PROFESIONAL
2298,201010,1,FAMILIAR,27,38687,8,12,1500,2313.08,1475.16,La Paz,0,PROFESIONAL
2299,201010,1,PROPIA,58,26054,45,12,3300,25319.16,6929.41,La Paz,2,PROFESIONAL
2300,201010,1,PROPIA,41,35913,15,12,816.74,2455,973.31,Santa Cruz,0,TECNICO
2301,201010,0,FAMILIAR,29,39814,0,12,694.41,886.68,1556.01,La Paz,1,TECNICO
2302,201010,1,FAMILIAR,29,36526,14,12,3000,1943.61,1919.38,Santa Cruz,0,TECNICO
2303,201010,1,PROPIA,34,39050,0,12,1800,0,2355.02,La Paz,0,TECNICO
2304,201010,1,FAMILIAR,28,38657,13,12,1230,6263.91,467.99,La Paz,0,PROFESIONAL
2305,201010,1,FAMILIAR,29,37530,0,12,1428,692.66,2154.58,La Paz,1,EDUCACION BASICA
2306,201010,1,FAMILIAR,27,38596,0,12,500.25,0,1407.76,Santa Cruz,0,EDUCACION BASICA
2307,201010,1,FAMILIAR,25,38473,10,12,1300,759.49,0,La Paz,0,TECNICO
2308,201010,1,PROPIA,48,30133,0,6,8857.51,18249.21,57094.38,La Paz,1,PROFESIONAL
2309,201010,1,FAMILIAR,28,39114,0,12,700,500,1101.92,La Paz,0,TECNICO
2310,201010,1,PROPIA,21,39280,6,12,654.45,2134,1054.24,La Paz,0,TECNICO
2311,201010,0,FAMILIAR,36,37073,51,12,3500,9060,10555.83,La Paz,0,PROFESIONAL
2312,201010,0,FAMILIAR,34,37135,86,12,2934.55,63300,0,La Paz,0,SUPERIOR
2313,201010,1,FAMILIAR,24,38504,18,12,4200,38027.96,0,La Paz,1,TECNICO
2314,201010,1,FAMILIAR,43,38687,8,12,3500,2400,0,Potosi,0,TECNICO
2315,201010,0,FAMILIAR,34,38200,28,12,8500,26078.96,11610.39,La Paz,0,PROFESIONAL
2316,201010,0,PROPIA,37,37530,75,12,14672,9677.64,5766.28,La Paz,1,PROFESIONAL
2317,201010,0,FAMILIAR,28,38899,61,12,5100,121543.4,57094.38,La Paz,1,PROFESIONAL
2318,201010,1,FAMILIAR,59,39818,8,0,2700,5000,722.75,La Paz,0,PROFESIONAL
2319,201010,1,FAMILIAR,49,38728,23,12,2559.7,5000,10311.95,Cochabamba,0,TECNICO
2320,201010,0,FAMILIAR,27,39203,11,12,3613.04,9890,171.72,La Paz,0,PROFESIONAL
2321,201010,1,FAMILIAR,33,36951,6,12,1650,0,240.8,Cochabamba,0,EDUCACION BASICA
2322,201010,1,FAMILIAR,23,38078,0,12,988.3,1100,4184.51,Santa Cruz,0,TECNICO
2323,201010,1,PROPIA,23,38838,0,12,1100,0,1978.2,La Paz,0,TECNICO
2324,201010,0,FAMILIAR,50,29891,77,12,4287,4874.61,2128.39,La Paz,2,PROFESIONAL
2325,201010,0,PROPIA,57,36647,8,12,2500,0,977.79,Cochabamba,0,PROFESIONAL
2326,201010,0,FAMILIAR,46,32964,0,12,2300,0,16939.44,Santa Cruz,0,TECNICO
2327,201010,1,FAMILIAR,35,37073,0,12,783,488.99,124.36,La Paz,1,TECNICO
2328,201010,1,PROPIA,53,36404,33,12,11160,7778.01,1649.45,La Paz,1,PROFESIONAL
2329,201010,0,FAMILIAR,27,38078,21,12,2250,149.33,0,La Paz,0,TECNICO
2330,201010,0,PROPIA,40,38412,61,12,2900,5172.05,1685.48,Santa Cruz,0,PROFESIONAL
2331,201010,1,FAMILIAR,21,38749,20,4,2721.88,3523.48,693.75,La Paz,0,PROFESIONAL
2332,201010,1,FAMILIAR,23,38899,0,12,1031.33,500,821.52,La Paz,0,TECNICO
2333,201010,1,PROPIA,25,38777,0,12,2405.32,0,2138.27,Potosi,2,TECNICO
2334,201010,1,FAMILIAR,37,34700,14,0,1600,0,583.63,Santa Cruz,0,TECNICO
2335,201010,0,FAMILIAR,42,33329,101,12,5300,38610.82,33524.89,La Paz,1,PROFESIONAL
2336,201010,1,FAMILIAR,47,37257,0,12,3054.39,0,102.99,Santa Cruz,1,TECNICO
2337,201010,1,PROPIA,23,38930,0,12,1211.32,0,2577.06,La Paz,0,TECNICO
2338,201010,1,FAMILIAR,42,36100,14,12,2000,2069.59,0,La Paz,1,TECNICO
2339,201010,1,FAMILIAR,42,37653,85,12,10000,7914.07,0,Santa Cruz,1,PROFESIONAL
2340,201010,1,PROPIA,51,32843,29,12,3000,0,7457.9,La Paz,0,PROFESIONAL
2341,201010,1,PROPIA,28,38568,8,12,2314.04,5249,9146.83,Santa Cruz,0,TECNICO
2342,201010,1,FAMILIAR,32,35339,20,9,600,1700,470.15,La Paz,0,TECNICO
2343,201010,0,PROPIA,39,36739,60,12,7800,15058.58,0,La Paz,0,PROFESIONAL
2344,201010,1,FAMILIAR,30,37591,39,12,6000,12501.38,962.03,La Paz,2,PROFESIONAL
2345,201010,1,FAMILIAR,33,35643,76,12,2050,7954.77,2049.96,La Paz,0,TECNICO
2346,201010,1,PROPIA,44,38657,84,8,16450,121543.4,0,La Paz,0,TECNICO
2347,201010,1,FAMILIAR,31,36892,47,12,5536,20823.54,9023.2,La Paz,2,PROFESIONAL
2348,201010,1,FAMILIAR,32,38807,0,12,1015.71,0,2630.5,Cochabamba,1,TECNICO
2349,201010,1,FAMILIAR,41,35247,0,12,2019.79,8363.56,8870.17,La Paz,1,TECNICO
2350,201010,0,FAMILIAR,47,36951,0,7,14000,37182,0,La Paz,0,PROFESIONAL
2351,201010,1,FAMILIAR,21,39326,0,12,870.09,0,4812.53,La Paz,0,TECNICO
2352,201010,1,FAMILIAR,24,38353,0,12,1200,0,1699.75,La Paz,0,TECNICO
2353,201010,1,FAMILIAR,45,34001,64,12,2460,13820,9212.25,La Paz,0,EDUCACION BASICA
2354,201010,1,FAMILIAR,25,39142,18,12,2500,2600,1172.76,La Paz,2,PROFESIONAL
2355,201010,1,FAMILIAR,39,36678,0,0,2500,6611.16,12622.84,Santa Cruz,0,TECNICO
2356,201010,1,FAMILIAR,29,38596,0,12,1667.94,1386,2865.89,Santa Cruz,1,TECNICO
2357,201010,1,FAMILIAR,33,36951,36,0,10000,7869.26,0,Santa Cruz,0,PROFESIONAL
2358,201010,0,FAMILIAR,26,39692,25,6,2077.57,5950,388.09,La Paz,1,PROFESIONAL
2359,201010,1,PROPIA,52,34394,75,12,6600,32788.37,22831.89,La Paz,0,PROFESIONAL
2360,201010,1,FAMILIAR,57,32143,21,12,4000,23041.07,28706.65,La Paz,0,PROFESIONAL
2361,201010,0,PROPIA,52,38353,0,12,2800,3191.15,0,La Paz,0,TECNICO
2362,201010,0,FAMILIAR,28,38869,37,12,800,10690.79,65.81,La Paz,1,EDUCACION BASICA
2363,201010,0,ALQUILADA,30,39173,23,12,7500,11080,9329.64,La Paz,0,PROFESIONAL
2364,201010,1,FAMILIAR,49,29587,16,11,2700,1000,19393.04,Santa Cruz,0,TECNICO
2365,201010,1,FAMILIAR,34,37803,29,12,1600,8196.26,5755.15,La Paz,0,TECNICO
2366,201010,1,FAMILIAR,36,39022,0,12,2824.81,0,5214.75,La Paz,0,TECNICO
2367,201011,1,FAMILIAR,48,39022,15,12,665.23,500,500,La Paz,0,TECNICO
2368,201011,1,FAMILIAR,49,31564,40,0,9190,2382.47,1435.24,Santa Cruz,2,PROFESIONAL
2369,201011,1,FAMILIAR,39,35704,48,12,3990,0,2177.28,La Paz,0,PROFESIONAL
2370,201011,0,FAMILIAR,34,38718,58,12,700,17672,109.09,La Paz,1,SUPERIOR
2371,201011,0,FAMILIAR,42,39356,100,10,11834.43,30300,5869.97,Santa Cruz,2,PROFESIONAL
2372,201011,1,PROPIA,55,35582,83,6,14200,121543.4,23745.21,La Paz,0,PROFESIONAL
2373,201011,0,PROPIA,61,33604,0,12,2892.58,68.99,0,Santa Cruz,1,PROFESIONAL
2374,201011,0,PROPIA,30,38565,7,12,3000,1131.53,1865.25,Santa Cruz,0,SUPERIOR
2375,201011,1,PROPIA,38,38078,0,12,4700,20930.76,0,La Paz,2,PROFESIONAL
2376,201011,1,PROPIA,28,38565,0,12,2870,0,13452.01,La Paz,0,PROFESIONAL
2377,201011,0,FAMILIAR,33,37591,73,12,5500,23270,57094.38,La Paz,1,PROFESIONAL
2378,201011,0,PROPIA,54,28126,0,12,900,22056.45,1204.49,Santa Cruz,0,TECNICO
2379,201011,0,PROPIA,48,30895,56,12,4200,2420.06,571.65,La Paz,0,PROFESIONAL
2380,201011,1,PROPIA,32,37803,77,12,5479.02,19687.2,0,La Paz,2,PROFESIONAL
2381,201011,1,FAMILIAR,35,38261,0,12,1755,7381.1,5414.37,La Paz,0,TECNICO
2382,201011,1,FAMILIAR,47,35431,0,12,3500,1750.4,0,La Paz,0,PROFESIONAL
2383,201011,1,FAMILIAR,25,38836,0,12,1175,0,5839.92,Santa Cruz,0,TECNICO
2384,201011,0,FAMILIAR,29,38443,0,12,5137.28,0,0,La Paz,0,PROFESIONAL
2385,201011,1,FAMILIAR,25,37803,0,12,1000,0,6258.29,La Paz,0,TECNICO
2386,201011,1,FAMILIAR,57,36923,38,12,2398,13710.34,6063.3,Santa Cruz,2,PROFESIONAL
2387,201011,1,PROPIA,43,37469,85,12,7500,12739.15,0,La Paz,0,PROFESIONAL
2388,201011,1,FAMILIAR,34,39387,0,12,1400,800,4616.45,La Paz,0,PROFESIONAL
2389,201011,1,FAMILIAR,32,38869,29,12,2050,0,10,La Paz,1,PROFESIONAL
2390,201011,1,PROPIA,45,39007,0,12,1824.22,1200,10800.95,Santa Cruz,0,PROFESIONAL
2391,201011,1,PROPIA,30,37908,38,12,2398.78,1500,10746.23,Santa Cruz,0,TECNICO
2392,201011,1,PROPIA,33,38626,15,1,1424,1290.72,638.27,La Paz,0,PROFESIONAL
2393,201011,0,FAMILIAR,32,37530,7,12,5342.36,7440,139.31,Cochabamba,0,TECNICO
2394,201011,1,FAMILIAR,25,38534,0,12,1800,4945.28,1468.71,La Paz,1,PROFESIONAL
2395,201011,1,FAMILIAR,28,39022,7,12,2000,5225.15,5188.05,La Paz,0,TECNICO
2396,201011,1,PROPIA,26,38786,24,12,887.72,1000,62.15,Santa Cruz,1,TECNICO
2397,201011,1,PROPIA,34,37865,30,12,2500,7883.38,614.14,Santa Cruz,4,PROFESIONAL
2398,201011,0,FAMILIAR,38,38110,0,12,1082.22,15530,119.31,Sucre,0,TECNICO
2399,201011,0,PROPIA,37,35096,118,12,17000,121543.4,33342.91,La Paz,0,PROFESIONAL
2400,201011,1,FAMILIAR,34,34456,0,1,2895,0,6008.54,Santa Cruz,1,PROFESIONAL
2401,201011,1,FAMILIAR,34,37653,13,12,4550,39308.4,57094.38,Santa Cruz,1,PROFESIONAL
2402,201011,1,FAMILIAR,33,38534,22,12,950,4242.57,0,La Paz,2,TECNICO
2403,201011,0,FAMILIAR,37,35156,59,12,2600,8800.04,0,La Paz,1,TECNICO
2404,201011,1,FAMILIAR,29,38565,9,12,1200,4935,500.72,La Paz,1,TECNICO
2405,201011,0,ALQUILADA,38,37865,40,12,6935,9043.89,3668.67,Santa Cruz,1,PROFESIONAL
2406,201011,1,FAMILIAR,22,38899,0,12,1404.28,4108.59,4853.75,La Paz,2,TECNICO
2407,201011,0,FAMILIAR,56,26481,114,0,3673,46581.77,8094.92,La Paz,1,PROFESIONAL
2408,201011,1,FAMILIAR,45,31803,4,1,2992,6184.26,1232.89,La Paz,0,TECNICO
2409,201011,1,FAMILIAR,28,39114,7,12,1883.7,8859.99,4463.69,Santa Cruz,1,PROFESIONAL
2410,201011,1,PROPIA,43,37469,85,12,7500,12739.15,0,La Paz,0,PROFESIONAL
2411,201011,0,FAMILIAR,33,38353,13,12,2500,3120,2091.67,La Paz,0,PROFESIONAL
2412,201011,1,FAMILIAR,28,38596,30,12,800,5487.96,402.15,La Paz,1,TECNICO
2413,201011,1,PROPIA,38,36255,0,12,1769.94,0,7699.02,Santa Cruz,0,TECNICO
2414,201011,1,PROPIA,28,36526,15,12,1200,4000,2205.92,La Paz,0,TECNICO
2415,201011,1,FAMILIAR,30,38447,0,12,790,0,1949.19,La Paz,0,TECNICO
2416,201011,0,FAMILIAR,44,35796,96,12,6000,7541.92,5594.37,La Paz,0,PROFESIONAL
2417,201011,1,FAMILIAR,28,39173,0,12,1036.2,0,3830,La Paz,0,TECNICO
2418,201011,1,FAMILIAR,28,37712,18,12,1088.09,2700.69,5962.91,La Paz,1,TECNICO
2419,201011,1,FAMILIAR,35,39247,0,12,757.57,0,4106.32,Cochabamba,0,TECNICO
2420,201011,1,FAMILIAR,28,38200,0,3,4000,15378.86,0,Santa Cruz,1,PROFESIONAL
2421,201011,1,FAMILIAR,49,38078,0,0,3330,4056.98,11364.98,La Paz,0,TECNICO
2422,201011,1,FAMILIAR,34,35096,64,12,5000,1176.81,1632.06,La Paz,1,PROFESIONAL
2423,201011,0,FAMILIAR,32,38124,0,12,2058.82,0,9298.31,La Paz,0,PROFESIONAL
2424,201011,1,PROPIA,34,38261,98,12,7248.19,6155.08,57094.38,La Paz,1,PROFESIONAL
2425,201011,1,FAMILIAR,38,37500,0,12,5589.6,0,0,Cochabamba,2,PROFESIONAL
2426,201011,1,FAMILIAR,26,39448,4,9,3000,2204,6462.44,Santa Cruz,0,PROFESIONAL
2427,201011,0,FAMILIAR,34,37622,95,12,15200,15036.05,6736.99,La Paz,2,PROFESIONAL
2428,201011,1,FAMILIAR,37,36892,0,9,2100,0,0,La Paz,1,PROFESIONAL
2429,201011,1,PROPIA,27,39099,0,12,2052.82,0,2018.15,Cochabamba,0,TECNICO
2430,201011,1,PROPIA,51,36586,35,5,2900,36851.32,20134.54,La Paz,1,PROFESIONAL
2431,201011,1,FAMILIAR,37,38869,14,12,1306.93,9723.12,3397.32,La Paz,0,EDUCACION BASICA
2432,201011,1,PROPIA,41,36526,0,12,2100,2860.2,0,Santa Cruz,0,EDUCACION BASICA
2433,201011,1,FAMILIAR,43,38719,0,7,800,9097.3,842.07,Santa Cruz,0,TECNICO
2434,201011,1,PROPIA,40,38139,0,12,28000,8800,15493.83,La Paz,1,PROFESIONAL
2435,201011,1,FAMILIAR,53,34486,0,8,1200,0,0,La Paz,0,TECNICO
2436,201011,0,FAMILIAR,33,36100,41,12,2100,902.08,892.93,La Paz,0,PROFESIONAL
2437,201011,0,FAMILIAR,37,38047,27,12,6200,2691.49,2680.12,La Paz,0,PROFESIONAL
2438,201011,0,FAMILIAR,29,38749,37,12,2400,10.69,2994.27,La Paz,1,PROFESIONAL
2439,201011,1,PROPIA,42,39022,0,11,2000,0,3971.15,Santa Cruz,0,TECNICO
2440,201011,1,PROPIA,29,36069,0,8,5250,40868.27,0,La Paz,1,PROFESIONAL
2441,201011,0,PROPIA,46,29618,121,12,3000,73540,16685.31,La Paz,0,PROFESIONAL
2442,201011,0,FAMILIAR,30,37773,33,11,18000,13830.18,0,La Paz,0,PROFESIONAL
2443,201011,1,FAMILIAR,52,34335,0,5,700,800,4759.93,La Paz,1,TECNICO
2444,201011,1,FAMILIAR,27,38412,7,12,1500,2310,2246.26,La Paz,0,PROFESIONAL
2445,201011,1,FAMILIAR,28,37500,36,2,1800,1924.53,0,La Paz,0,PROFESIONAL
2446,201011,1,FAMILIAR,34,36951,51,12,2500,2965.82,1477.92,Santa Cruz,1,PROFESIONAL
2447,201011,0,FAMILIAR,28,37257,75,12,2000,26800,1454.62,La Paz,0,PROFESIONAL
2448,201011,1,FAMILIAR,34,36804,26,12,1580,4015.44,3212.04,La Paz,1,PROFESIONAL
2449,201011,0,FAMILIAR,29,37530,25,12,5500,11400,450.97,La Paz,0,PROFESIONAL
2450,201011,1,FAMILIAR,34,38565,0,12,9250,16641.24,57094.38,La Paz,1,PROFESIONAL
2451,201011,1,FAMILIAR,27,36647,25,0,2400,10002.38,0,La Paz,1,PROFESIONAL
2452,201011,0,PROPIA,35,37987,91,12,6000,36373.63,17035.07,La Paz,0,PROFESIONAL
2453,201011,0,FAMILIAR,31,38231,0,12,4500,0,1342.65,Santa Cruz,0,PROFESIONAL
2454,201011,1,FAMILIAR,31,39356,7,8,4890,14628.83,4971.55,La Paz,0,PROFESIONAL
2455,201011,1,FAMILIAR,33,38292,35,12,5800,4672.02,0,Santa Cruz,0,PROFESIONAL
2456,201011,1,FAMILIAR,45,39387,8,9,2055,8486.86,0,Santa Cruz,1,TECNICO
2457,201011,1,FAMILIAR,24,39647,0,12,1125.81,500,1866.95,La Paz,0,PROFESIONAL
2458,201011,0,FAMILIAR,32,37043,0,12,4500,0,4544.46,Cochabamba,0,PROFESIONAL
2459,201011,1,FAMILIAR,55,36892,14,12,2100,9069.98,2238.55,Santa Cruz,0,PROFESIONAL
2460,201011,0,FAMILIAR,44,34060,0,12,13400,0,18510.47,La Paz,0,TECNICO
2461,201011,0,FAMILIAR,25,37257,0,11,6000,520.73,0,Santa Cruz,1,TECNICO
2462,201011,1,FAMILIAR,30,38657,10,12,750,477.38,470.11,La Paz,0,TECNICO
2463,201011,1,FAMILIAR,42,37865,0,12,1400,896.46,4052.82,Santa Cruz,0,SUPERIOR
2464,201011,1,FAMILIAR,38,37865,0,12,892.96,0,4947.66,Santa Cruz,0,TECNICO
2465,201011,0,FAMILIAR,36,35096,109,12,2115,0,20691.04,Santa Cruz,0,TECNICO
2466,201011,1,FAMILIAR,23,37469,7,12,1000,629.05,192.61,La Paz,0,TECNICO
2467,201011,0,FAMILIAR,28,38322,6,12,1800,3899.74,3598.66,La Paz,0,PROFESIONAL
2468,201011,0,FAMILIAR,33,39479,48,12,3846,57203.4,12770.49,La Paz,0,PROFESIONAL
2469,201011,1,FAMILIAR,37,39022,7,0,2400,3585.64,413.14,La Paz,1,TECNICO
2470,201011,1,PROPIA,45,37377,59,12,4500,9086.78,28422.96,Santa Cruz,2,TECNICO
2471,201011,0,PROPIA,42,38231,121,12,23000,121543.4,57094.38,La Paz,1,PROFESIONAL
2472,201011,1,FAMILIAR,27,39173,9,12,800,3620,679.42,La Paz,0,TECNICO
2473,201011,1,PROPIA,33,39210,0,12,674.95,800,4713.94,Santa Cruz,0,TECNICO
2474,201011,1,PROPIA,35,37316,0,11,9072,0,0,Cochabamba,0,TECNICO
2475,201011,0,FAMILIAR,32,35247,0,12,2500,3963.74,3604.02,Santa Cruz,1,TECNICO
2476,201011,1,PROPIA,34,38749,0,12,1800,0,7425.85,Potosi,0,TECNICO
2477,201011,1,PROPIA,42,38108,0,12,2402.8,1506.97,2890.07,Santa Cruz,0,PROFESIONAL
2478,201011,0,FAMILIAR,43,38261,66,12,2500,8483.32,2765.2,Santa Cruz,1,PROFESIONAL
2479,201011,1,PROPIA,25,37043,0,12,729.27,26.16,190.44,La Paz,0,TECNICO
2480,201011,1,FAMILIAR,40,38169,6,10,2500,2767.17,975.16,Santa Cruz,0,PROFESIONAL
2481,201011,1,FAMILIAR,33,36526,76,9,2800,15610.27,11438.73,La Paz,1,PROFESIONAL
2482,201011,1,PROPIA,29,38658,0,12,1009.31,0,1238.87,La Paz,0,EDUCACION BASICA
2483,201011,0,FAMILIAR,34,38261,0,12,2800,13026.16,5478.88,Santa Cruz,1,TECNICO
2484,201011,0,FAMILIAR,33,38808,0,12,2326.88,4715.8,5937.22,La Paz,0,TECNICO
2485,201011,1,FAMILIAR,33,38443,9,12,6452,4175.85,343.88,La Paz,1,TECNICO
2486,201011,1,PROPIA,36,38292,45,0,23500,73351.15,57094.38,Santa Cruz,1,PROFESIONAL
2487,201011,1,FAMILIAR,23,37926,20,12,2100,2233.88,4450.79,Santa Cruz,0,PROFESIONAL
2488,201011,0,FAMILIAR,32,37622,0,12,1300,0,1638.17,La Paz,0,TECNICO
2489,201011,1,FAMILIAR,41,34425,21,12,3000,0,4417.04,Santa Cruz,0,PROFESIONAL
2490,201011,1,FAMILIAR,24,39114,0,12,800,1002.84,2186.26,La Paz,0,PROFESIONAL
2491,201011,1,FAMILIAR,37,36281,95,12,6400,59650,0,La Paz,0,PROFESIONAL
2492,201011,0,FAMILIAR,37,38353,0,12,1200,3060.74,3302.37,La Paz,0,PROFESIONAL
2493,201011,1,PROPIA,36,37469,0,12,1900,2453.03,9220.58,Cochabamba,0,TECNICO
2494,201011,0,FAMILIAR,26,38322,9,12,7528,0,25.6,Cochabamba,0,PROFESIONAL
2495,201011,0,FAMILIAR,35,38078,54,12,944.52,9710,0,La Paz,0,TECNICO
2496,201011,0,PROPIA,29,36951,0,12,1800,3805.45,0,Santa Cruz,2,TECNICO
2497,201011,1,FAMILIAR,24,39510,0,10,1043.82,0,2100.1,La Paz,0,TECNICO
2498,201011,0,FAMILIAR,53,36739,7,7,3000,1500,1255.49,La Paz,0,PROFESIONAL
2499,201011,0,FAMILIAR,28,37987,28,12,1200,2400,0,La Paz,1,PROFESIONAL
2500,201011,1,PROPIA,29,38930,8,12,2500,500,4116.91,Santa Cruz,0,PROFESIONAL
2501,201011,1,FAMILIAR,34,34790,0,12,700,400,4132.31,Santa Cruz,1,TECNICO
2502,201011,0,PROPIA,32,37043,55,12,3600,0,0,Santa Cruz,0,TECNICO
2503,201011,1,PROPIA,41,36557,0,12,3000,5687.2,961.48,La Paz,1,PROFESIONAL
2504,201011,1,PROPIA,26,38784,0,12,960.84,0,1971.66,Cochabamba,0,TECNICO
2505,201011,1,FAMILIAR,37,36678,59,12,15531,11158.17,57094.38,Santa Cruz,2,PROFESIONAL
2506,201011,0,FAMILIAR,53,30970,0,12,1230.69,2698.2,2818.34,Santa Cruz,0,TECNICO
2507,201011,0,FAMILIAR,33,39264,0,12,13216.17,47840,57094.38,Cochabamba,0,PROFESIONAL
2508,201011,1,FAMILIAR,57,33878,11,10,1700,3000,0,La Paz,1,TECNICO
2509,201011,0,FAMILIAR,24,38838,23,12,2500,2400,16676.98,Cochabamba,0,SUPERIOR
2510,201011,1,FAMILIAR,25,37681,6,12,1280,2691.58,469.58,La Paz,0,TECNICO
2511,201011,1,FAMILIAR,44,37865,0,12,2800,1009.39,0,Santa Cruz,0,PROFESIONAL
2512,201012,0,PROPIA,47,37012,0,12,4500,0,0,Cochabamba,0,PROFESIONAL
2513,201012,1,FAMILIAR,34,38991,0,8,1100,2245.6,1348.48,Santa Cruz,1,TECNICO
2514,201012,1,PROPIA,44,37622,0,12,2800,10823.17,2709.85,La Paz,1,PROFESIONAL
2515,201012,1,FAMILIAR,47,35551,102,12,7000,40125.19,21365.99,La Paz,1,PROFESIONAL
2516,201012,1,FAMILIAR,27,38408,17,12,965.58,2805,6.13,Santa Cruz,0,TECNICO
2517,201012,1,FAMILIAR,41,31444,92,12,4400,1290.63,518.15,La Paz,2,PROFESIONAL
2518,201012,0,FAMILIAR,37,36100,44,12,1296.14,758.5,321.21,Cochabamba,3,TECNICO
2519,201012,1,PROPIA,36,36800,19,12,30000,11054.2,0,La Paz,0,TECNICO
2520,201012,0,FAMILIAR,37,36617,89,12,7000,3814.01,1823.53,La Paz,0,PROFESIONAL
2521,201012,1,FAMILIAR,24,39300,0,10,820,200,1650.01,Santa Cruz,0,TECNICO
2522,201012,0,PROPIA,38,35704,81,12,8500,706.06,0,Cochabamba,0,PROFESIONAL
2523,201012,0,FAMILIAR,57,34639,14,12,8000,1521.91,16840.14,La Paz,0,PROFESIONAL
2524,201012,0,FAMILIAR,37,35125,86,12,6600,11623.41,9058.58,La Paz,1,PROFESIONAL
